simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
Community Trust Bank,US,1,38525.6,47.54,3.79336,37.2505,688233215,1.15951,17793000,Finance,Regional Banks,978,1980
NN,US,1,262274.6,11.7,3.56008,5.88,328034241,0.924594,42327000,Producer Manufacturing,Metal Fabrication,5991,1980
Amgen,US,1,3483233.5,244.99,3.01602,166.3,1.18E+11,12.9738,589807000,Health Technology,Biotechnology,23400,1980
Thor Industries,US,1,860756.2,89.45,2.06319,42.05,4162557129,2.02536,55199000,Consumer Durables,Recreational Products,21750,1980
Ameris Bank,US,1,564841.8,44.9,1.70116,32.91,2413753600,0.9752,69503833,Finance,Regional Banks,1804,1980
Southwest Georgia Financial,US,1,2078.6,35.34,1.59947,19.13,73466499,1.54769,2500000,Finance,Regional Banks,120,1980
Lam Research,US,1,2730360.8,344.32,1.53165,163.6,42708289063,9.76968,145548000,Electronic Technology,Electronic Production Equipment,10700,1980
Synnex,US,1,405853.6,153.0699,1.23257,78.5484,6431721680,1.7391,51441400,Distribution Services,Electronics Distributors,235000,1980
WWE,US,1,2610022.7,100.45,1.03538,40.24,3674064697,13.0126,78556011,Consumer Services,Movies/Entertainment,960,1980
Onex,CA,1,5147.8,68.42,0.51836,54,5623186213,0.825964,100063000,Finance,Investment Managers,429,1980
Greenbrier,US,1,620412.1,41.87,4.50563,21.3,789801086,0.609947,32596000,Producer Manufacturing,Trucks/Construction/Farm Machinery,17100,1981
TrustCo Bank,US,1,532879.3,9.1,3.73288,6.8,694930700,1.31448,96922000,Finance,Regional Banks,854,1981
New Jersey Resources,US,1,723085.2,51.2,3.3227,34.89,3374612061,1.96575,95571000,Utilities,Gas Distributors,1108,1981
Hawaiian Electric,US,1,726608.4,50.55,2.92748,38.24,4681126465,2.1832,109270000,Utilities,Electric Utilities,3898,1981
Guess?,US,1,1450733.1,23.58,2.78293,13.34,1063351807,1.87195,65639000,Consumer Non-Durables,Apparel/Footwear,15700,1981
Alliant Energy,US,1,2149684,60.28,2.74566,45.68,12771015625,2.60194,245031000,Utilities,Electric Utilities,3597,1981
First Mid Bancshares,US,1,26792.9,36.45,2.71555,26.88,469678406,0.932762,16673000,Finance,Regional Banks,818,1981
WEC Energy,US,1,2153831.3,103.28,2.58982,75.53,29124113281,3.04693,315435000,Utilities,Electric Utilities,7509,1981
TriCo Bancshares,US,1,86982.4,41.42,2.48728,32.93,1032321655,1.20393,30524000,Finance,Regional Banks,1184,1981
Heartland Financial,US,1,149954.7,51.85,1.76678,40.8031,1575465820,1.05312,36767000,Finance,Regional Banks,1908,1981
Logitech,CH,1,348396.5,48.83,1.20391,35.7,6629539325,5.17542,167206000,Electronic Technology,Computer Peripherals,6600,1981
Royal Gold,US,1,933478.8,138.78,1.11944,80.65,6325827148,2.95666,65573000,Non-Energy Minerals,Precious Metals,23,1981
Roper Technologies,US,1,676616,395,0.56784,315.09,36597199219,3.8665,104058000,Electronic Technology,Electronic Equipment/Instruments,16460,1981
Cognex,US,1,1711397.6,59.14,0.47465,39.98,7688104492,5.89551,172611000,Electronic Technology,Electronic Equipment/Instruments,2267,1981
Rocky Mountain Chocolate Factory,US,1,11734.6,9.9,5.06329,7.1078,45959999,2.30393,6000000,Consumer Non-Durables,Food: Specialty/Candy,231,1982
Citizens Holding,US,1,1970.5,23.25,4.53901,19.05,115581047,1.0494,5578240,Finance,Financial Conglomerates,259,1982
Valley National Bancorp,US,1,2755090.9,12.14,4.52675,9.125,3099021300,0.939003,403278390,Finance,Regional Banks,3192,1982
Wayside Technology,US,1,20329.5,18.2905,4.2767,10.98,71870697,1.58302,4506000,Distribution Services,Electronics Distributors,153,1982
Summit State Bank,US,1,4270.1,13.21,4.175,10.72,68647179,1.04929,5931000,Finance,Regional Banks,89,1982
Southside Bank,US,1,171078.7,37.89,3.69487,31.29,1089777222,1.41081,33823000,Finance,Regional Banks,820,1982
Central Pacific Financial,US,1,168923.1,30.82,3.68885,23.43,682461548,1.33492,28531000,Finance,Regional Banks,854,1982
First Commonwealth Financial,US,1,551130.4,14.93,3.55125,11.545,1160081543,1.19434,98312000,Finance,Regional Banks,1571,1982
Fulton Financial,US,1,1298344.6,18,3.41095,14.21,2374048340,1.06876,164294000,Finance,Regional Banks,3500,1982
Old National Bancorp,US,1,1560371,18.74,3.3553,15.49,2775866700,0.9764,169616000,Finance,Regional Banks,2709,1982
City Holding,US,1,62574,83.07,3.122,69,1139835815,1.80953,16302000,Finance,Major Banks,918,1982
ACNB,US,1,28752.3,40.22,3.09885,30,264414001,1.20544,8675000,Finance,Regional Banks,361,1982
Renasant,US,1,295503.8,38.56,2.96496,27.57,1602429810,0.79384,56563000,Finance,Regional Banks,2527,1982
First Midwest Bank,US,1,594794.5,23.64,2.95827,17.81,1995991821,0.8498,109972000,Finance,Regional Banks,2046,1982
First Merchants,US,1,215627.8,42.48,2.79195,33,1936772583,1.1546,55368000,Finance,Regional Banks,1702,1982
Colony Bank,US,1,14774.7,18.95,2.71003,13.6,141249191,1.0743,9498940,Finance,Regional Banks,330,1982
NortonLifeLock,US,1,10443244.8,28.7,2.50878,16.6403,11425310547,1.41028,600384000,Technology Services,Packaged Software,11900,1982
German American Bank,US,1,50486,36.17,2.4453,27.59,796129333,1.44461,26671000,Finance,Regional Banks,747,1982
Capital City Bank Group,US,1,29498.1,30.95,2.05429,21.04,446360870,1.41986,16749000,Finance,Regional Banks,819,1982
Dave & Buster's,US,1,962897.3,59.6,2.01956,29.09,1009148621,6.5397,30571000,Consumer Services,Movies/Entertainment,16098,1982
Bank of Commerce,US,1,126188.2,12.31,1.91205,9.51,189622330,1.08732,18137000,Finance,Regional Banks,197,1982
Cypress Semiconductor,US,1,6858095.6,23.55,1.88882,14.42,8627440430,4.13385,373644000,Electronic Technology,Semiconductors,5871,1982
Opus Bank,US,1,598036.7,28.37,1.7509,17.94,852262024,0.85363,36006000,Finance,Regional Banks,767,1982
TTEC Holdings,US,1,181421.8,50.45,1.58568,30.53,1739955811,4.85051,46485600,Commercial Services,Miscellaneous Commercial Services,52400,1982
TESSCO,US,1,65662.8,20,1.47059,5.15,51202518,0.476734,8548000,Electronic Technology,Telecommunications Equipment,796,1982
ETRADE,US,1,12971445.1,57.3,1.19073,34.68,10125070313,1.7113,221168000,Finance,Investment Banks/Brokers,4122,1982
Mesa Laboratories,US,1,40549,271.46,0.25464,181.21,1045697266,4.6909,4370000,Health Technology,Medical Specialties,347,1982
Callaway,US,1,1070993.1,22.33,0.23952,14.495,1597936890,2.06234,94107000,Consumer Durables,Recreational Products,4200,1982
Chico's FAS,US,1,4200634.1,6.04,9.47368,2.33,475666229,0.829953,118620000,Retail Trade,Apparel/Footwear Retail,18500,1983
AT&T,US,1,54623322.7,39.7,5.59441,29.67,2.60E+11,1.4295,7254555140,Communications,Major Telecommunications,246000,1983
Ark Restaurants,US,1,2413.1,23.6,4.7619,18.92,72129356,1.72835,3501000,Consumer Services,Restaurants,2145,1983
Dominion Energy,US,1,4872816.2,90.89,4.46662,72.61,69122020000,2.38264,838000000,Utilities,Electric Utilities,19100,1983
Verizon,US,1,24326258.5,62.22,4.2917,52.18,2.24E+11,3.86132,4135860000,Communications,Major Telecommunications,135000,1983
First Financial Bancorp,US,1,354719.7,27.73,4.22212,20.18,2028914551,0.954804,98491000,Finance,Regional Banks,2123,1983
Penns Woods Bancorp,US,1,9105.9,36.27,4.1626,26.026467,212356552,1.39691,7041000,Finance,Regional Banks,328,1983
United Bancorp,US,1,8468.3,15.56,3.97969,10.25,81980621,1.37707,5917000,Finance,Regional Banks,113,1983
TiVo,US,1,2748872.4,10.02,3.83693,6.61,965175049,0.903676,127500000,Technology Services,Packaged Software,1450,1983
PNC Financial,US,1,2929130,161.79,3.46803,118.7,54731199219,1.16464,433000000,Finance,Major Banks,53063,1983
Maxim Integrated,US,1,2256389.2,65.73,3.32122,51.26,14983694336,9.02033,269394000,Electronic Technology,Semiconductors,7131,1983
S&T Bank,US,1,144156.6,41.57,3.24262,32.19,1300337158,1.20395,39560000,Finance,Regional Banks,1201,1983
Magic Software Enterprises,IL,1,38241.9,11.53,3.17396,8.01,477048004,1.92702,48928000,Technology Services,Packaged Software,2226,1983
Arrow Financial,US,1,27915.8,38.3095,3.13442,31.17,474986664,1.6493,14998000,Finance,Major Banks,520,1983
Cambridge Bancorp,US,1,17741.6,85.95,3.02857,67.5,370559662,1.3193,5412000,Finance,Regional Banks,262,1983
Mobile Mini,US,1,704880.9,45.75,2.95466,29.02,1760781800,2.1526,44152000,Finance,Finance Or Rental Or Leasing,2042,1983
Farmers National Bank,US,1,133255.4,16.5,2.85714,12.825,436901520,1.42372,29068600,Finance,Regional Banks,453,1983
Lakeland Financial,US,1,121678.6,50,2.78875,39.65,1050399902,1.83085,25701000,Finance,Regional Banks,568,1983
Prosperity Bancshares,US,1,724891.7,75.22,2.70509,61.8521,6120591797,1.07935,94746000,Finance,Regional Banks,3901,1983
CNB Financial,US,1,38120.3,33.78,2.68562,23.28,384373230,1.26597,15332000,Finance,Regional Banks,556,1983
Community Bank,US,1,231326,72.63,2.51072,56.581,3152633789,1.83351,51844000,Finance,Regional Banks,3038,1983
AmeriServ Financial,US,1,34546.6,4.3,2.50627,3.92,68743744,0.690175,17058000,Finance,Regional Banks,321,1983
First Bancorp (NC),US,1,92829,41.34,2.14797,31.54,950192078,1.16405,29601000,Finance,Regional Banks,1111,1983
Atmos Energy,US,1,1285177,121.08,2.1318,98.31,12624067383,2.15264,122267000,Utilities,Gas Distributors,4776,1983
SB Financial,US,1,14271.1,20.49,2.031,15.76,146404709,1.06725,7812420,Finance,Financial Conglomerates,250,1983
SmartFinancial,US,1,29169.1,23.99,1.04058,18.45,266011932,0.860882,14008000,Finance,Regional Banks,387,1983
Costco,US,1,3746728.2,325.26,0.84104,215.87,1.24E+11,8.61051,441758000,Retail Trade,Specialty Stores,254000,1983
Intuit,US,1,2131336.9,306.8899,0.75397,236.03,69251007813,19.6545,260489000,Technology Services,Packaged Software,9400,1983
RCI Hospitality,US,1,143701.1,27.79,0.7286,12.5,186548706,1.2147,9258000,Consumer Services,Movies/Entertainment,2200,1983
Pegasystems,US,1,689439.6,103.13,0.13268,61.99,7208958496,13.3558,79657000,Technology Services,Information Technology Services,5155,1983
Nu Skin,US,1,1298962.7,64.9,6.06061,23.97,1362012451,1.57217,55547000,Consumer Non-Durables,Household/Personal Care,24900,1984
Cinemark,US,1,4636245.8,43.51,5.82053,22.66,3041239990,1.9705,117151000,Consumer Services,Movies/Entertainment,22000,1984
Washington Trust,US,1,41758.1,54.96,4.62061,41.34,745219971,1.4881,17363000,Finance,Regional Banks,619,1984
Bar Harbor Bank & Trust,US,1,27330.1,27.5808,4.15094,20,317694366,0.832048,15558000,Finance,Regional Banks,445,1984
Rpc,US,1,1644295.6,13.11,3.97614,3.28,737880005,0.897957,214500000,Industrial Services,Oilfield Services/Equipment,3600,1984
West Bank,US,1,36425.9,25.9283,3.87991,19.44,334971008,1.75612,16380000,Finance,Financial Conglomerates,171,1984
Cisco,US,1,43827026.8,58.26,3.49769,38.35,1.70E+11,4.9138,4241000000,Technology Services,Information Technology Services,75900,1984
American National Bank,US,1,26096.8,41.5,3.43184,30.26,342014069,1.08794,11072000,Finance,Major Banks,305,1984
First of Long Island,US,1,80963.4,25.53,3.34728,20.05,503823300,1.2948,23934632,Finance,Regional Banks,344,1984
Hancock Whitney,US,1,690827.3,44.735,3.0778,32.45,2922406006,0.885577,87236000,Finance,Regional Banks,4136,1984
Camden National,US,1,60593.4,48.48,3.04358,38.68,621096436,1.38742,15145000,Finance,Regional Banks,634,1984
Unitil,US,1,66281.3,65.7584,2.57467,52.98,841212524,2.3097,14931000,Utilities,Electric Utilities,513,1984
First Financial (Indiana),US,1,49135.4,46.93,2.53103,37.41,548992920,1.01263,13742000,Finance,Major Banks,816,1984
Gildan,CA,1,1258573.7,40.4,2.52666,23.45,4814269773,2.64483,198783000,Consumer Non-Durables,Apparel/Footwear,53000,1984
BancFirst,US,1,83796.6,63.96,2.38628,50.14,1677202148,1.74501,32694000,Finance,Regional Banks,1948,1984
Marriott Vacations,US,1,623064.8,131.27,2.15526,82.43,4068799316,1.37166,42041700,Consumer Services,Other Consumer Services,22000,1984
NextEra Energy,US,1,3966517.1,283.345,2.08683,186.57,1.24E+11,3.54609,488966000,Utilities,Electric Utilities,13900,1984
Xilinx,US,1,3943429.1,141.6,1.7492,76.52,20775363281,7.97146,248837000,Electronic Technology,Semiconductors,4433,1984
Papa John's,US,1,1323542,70.19,1.56822,41.52,1888298100,-5.6144,31894000,Consumer Services,Restaurants,16500,1984
Allergan,IE,1,3596630.2,202.215,1.52703,114.27,62592578125,1.09493,328277000,Health Technology,Pharmaceuticals: Generic,17400,1984
World Fuel Services,US,1,682533.3,44.37,1.36426,27.07,1818551500,1.01125,65200000,Distribution Services,Wholesale Distributors,5500,1984
CDW,US,1,1604882.7,146.09,1.26688,90.53,16610960400,17.2157,143000000,Technology Services,Information Technology Services,9900,1984
Frontline,BM,1,2035632.4,13.33,19.536,6.17,1612561768,0.997,196894000,Transportation,Marine Shipping,145,1985
First Bancorp,US,1,11857.1,30.64,4.53515,24.19,277924500,1.35709,10899000,Finance,Major Banks,239,1985
ADTRAN,US,1,393389.7,17.81,4.4226,7.65,386859924,1.0199,48087000,Electronic Technology,Telecommunications Equipment,1790,1985
Blackstone Group,US,1,7307501.3,64.97,3.48028,32.44,64311667969,9.92686,1194496040,Finance,Investment Managers,2615,1985
Pinnacle West,US,1,1523209.8,105.51,3.29786,84.26,10062166016,1.96502,112439000,Utilities,Electric Utilities,97,1985
Qualcomm,US,1,14731311.9,96.17,3.07845,53.03,89500265625,20.4033,1143040000,Electronic Technology,Telecommunications Equipment,37000,1985
Wabash,US,1,1013661.6,16.7,2.90909,10.46,572754800,1.1075,53473620,Producer Manufacturing,Trucks Or Construction Or Farm Machinery,6900,1985
South State,US,1,282983.9,88.1,2.48272,63.91,2288968506,1.00806,33602000,Finance,Regional Banks,2547,1985
Independent Bank Inc.,US,1,170832,87.644,2.46188,62.33,2318102295,1.43878,34327000,Finance,Regional Banks,1348,1985
First United,US,1,23181.8,24.99,2.42198,16.75,155211300,1.2324,7110022,Finance,Regional Banks,356,1985
Farmers & Merchants Bank,US,1,10904.9,32,2.4024,24.3,296191010,1.2885,11135000,Finance,Financial Conglomerates,357,1985
EOG Resources,US,1,5970298.4,107.89,2.38626,56.3392,36802386719,1.69029,581764000,Energy Minerals,Oil & Gas Production,2900,1985
Starbucks,US,1,11343543,99.72,1.99077,69.03,92053289063,-13.6564,1173700000,Consumer Services,Restaurants,346000,1985
First Republic Bank,US,1,1294507.2,122.34,0.71915,87.43,17213361328,2.04682,171158000,Finance,Regional Banks,4812,1985
Psychemedics,US,1,23841.9,19.4446,8.60215,7.1204,48770283,2.74538,5517000,Health Services,Services to the Health Industry,204,1986
Salem Media,US,1,69793.1,3.26,7.57576,1.21,35622700,0.1825,26616696,Consumer Services,Broadcasting,1552,1986
Rent-A-Center,US,1,1197842.2,31.14,5.27753,18.83,1165722046,2.62142,54754400,Finance,Finance/Rental/Leasing,14500,1986
Saga Communications,US,1,12981.6,34.88,4.21053,27.75,170806942,0.888376,5934918,Consumer Services,Broadcasting,1031,1986
Office Depot,US,1,8121036.3,3.82,4.10678,1.23,1235803100,0.5763,535182317,Retail Trade,Specialty Stores,40000,1986
National Bankshares,US,1,11995.1,48.8156,4.02235,32.52,226825500,1.26453,6490000,Finance,Major Banks,235,1986
Webster Bank,US,1,963540.5,58.18,3.94477,36.065,3494265381,1.21871,92027000,Finance,Savings Banks,3298,1986
Sinclair Broadcast Group,US,1,2347617.9,66.57,3.39847,22,2130538696,1.45005,91794000,Consumer Services,Broadcasting,11800,1986
Codorus Valley Bancorp,US,1,14047.5,24.63,3.10831,19.5,192681000,1.0215,9794771,Finance,Regional Banks,348,1986
NBT Bancorp,US,1,136969.8,41.5,3.03627,33.1,1475352417,1.4177,43792000,Finance,Regional Banks,1791,1986
Bryn Mawr Bank,US,1,55678.5,41.405,2.94034,32.61,668988281,1.18311,20126000,Finance,Regional Banks,661,1986
Collectors Universe,US,1,64805,30.24,2.89855,15.52,212520187,9.85501,9238000,Consumer Services,Other Consumer Services,434,1986
First Business Financial Services,US,1,13576.4,27.35,2.7673,19.91,205253204,1.05225,8552220,Finance,Financial Conglomerates,301,1986
Discover Financial Services,US,1,2983839.1,92.98,2.59281,63.24,20220806641,1.8638,308338000,Finance,Regional Banks,17200,1986
MGM Resorts,US,1,13723608.6,34.635,2.39521,22.465,12136337891,1.63109,494151000,Consumer Services,Casinos/Gaming,70000,1986
Insperity,US,1,824863.6,144.92,2.30514,65,2649097168,636.1969,39380100,Commercial Services,Personnel Services,3500,1986
Enerplus,CA,1,3035989.9,9.735,2.0955,4.02,964687205,0.844141,222118000,Energy Minerals,Oil & Gas Production,383,1986
Westlake Chemical,US,1,1147314.8,78.08,1.83246,51.14,7173316895,1.25537,128393000,Process Industries,Chemicals: Major Diversified,9430,1986
NACCO,US,1,10799.3,66.4,1.83177,36.05,288320717,1.0245,6994680,Energy Minerals,Coal,2400,1986
Charles Schwab,US,1,19537196.1,51.645,1.7151,34.58,49262226000,2.84797,1285725346,Finance,Investment Banks Or Brokers,19700,1986
Toll Brothers,US,1,3610284.2,49.31,1.13695,34.34,4858606934,1.11464,131207000,Consumer Durables,Homebuilding,5100,1986
AMCON Distributing,US,1,159.5,100,0.96852,68.27,41158104,0.686533,566000,Distribution Services,Wholesale Distributors,912,1986
SS&C Technologies,US,1,2350901.1,67.73,0.8676,42.51,14025459961,2.86793,252711000,Technology Services,Information Technology Services,22800,1986
First Citizens Bank,US,1,58740.8,542.12,0.33931,381.5,4815743700,1.39768,10629495,Finance,Regional Banks,7176,1986
Mountain Prov Diamonds,CA,1,19083.4,1.24,0,0.62,141060675,0.42037,210392000,Non-Energy Minerals,Other Metals/Minerals,11,1986
Gilat Satellite Networks,IL,1,611689.5,10.76,4.78723,7.32,522189148,2.2721,55493000,Electronic Technology,Telecommunications Equipment,1012,1987
Boston Private Financial,US,1,587042.4,13.08,4.65116,9.53,812259827,1.04919,83266000,Finance,Regional Banks,779,1987
Park National,US,1,53645.6,105.52,4.60341,85.11,1427332764,1.49511,16346000,Finance,Major Banks,1782,1987
Baker Hughes,US,1,11380279.2,28.65,4.19336,15.705,16580906738,0.508938,653510000,Industrial Services,Oilfield Services/Equipment,68000,1987
Gilead Sciences,US,1,30733785.8,78.88,3.60743,60.89,87645859375,4.1709,1263640000,Health Technology,Biotechnology,11800,1987
Orrstown Financial Services,US,1,14448.6,23.48,3.49794,17.32,199359985,0.975259,11200000,Finance,Regional Banks,386,1987
Norbord,CA,1,368556.7,33.6952,3.35787,19.46,2161813345,3.12571,81400000,Non-Energy Minerals,Forest Products,2400,1987
Deswell,CN,1,3863.3,3.09,2.95203,2.43,43129650,0.512462,15915000,Process Industries,Chemicals: Specialty,1203,1987
NiSource,US,1,5930883.2,30.67,2.94118,25.94,10093159180,2.13715,373544000,Utilities,Gas Distributors,8363,1987
United Community Banks,US,1,446136.1,31.66,2.68714,23.21,1955393433,1.25837,78942000,Finance,Regional Banks,2309,1987
CMS Energy,US,1,2904188,69.17,2.54132,53.55,18259290200,3.62835,283864000,Utilities,Electric Utilities,8789,1987
Civista Bank,US,1,62589.2,24.32,2.1215,18.8647,319399536,1.04839,16687500,Finance,Regional Banks,432,1987
Camtek,IL,1,198474.9,14.24,2.06795,7.88,404279022,2.9774,38650000,Electronic Technology,Electronic Components,295,1987
